,time,ActiveBiomass,Biomass,Carotene,Chlorophyll,Glycerol,Light,Nitrate,Nitrogen_quota,Phosphate,Phosphate_quota,Starch,TAG
0,0.0,0.08651073665,0.1298765,0.0004,0.00066,0.15,0.0,7.5,5.15,0.05,0.1,0.05,0.0131
1,0.1,0.08894701335540814,0.13364130972984492,0.00038877389506600615,0.0025468517919986213,0.14738119856563686,0.0,7.487108386615879,5.1015135143365775,0.04955357040361593,0.10052200725169629,0.051628975145701785,0.01611169294065362
2,0.2,0.09168673453494161,0.13760027173654743,0.00037765890241556367,0.003220458477739323,0.14491234110238882,0.0,7.473429710467627,5.054370310082675,0.04902648720817759,0.10145590234903198,0.05315921892224541,0.018962379935736122
3,0.30000000000000004,0.094648865732441,0.1417638579932082,0.00036665350050286006,0.003441927565687154,0.1425665012515587,0.0,7.4589370646814475,5.0084303654896765,0.04844313064123453,0.10258437932482935,0.054593140266574955,0.02164705692800726
4,0.4,0.09780694974660217,0.1461410192597729,0.0003557714864771052,0.0034977517130181687,0.14032526150591532,0.0,7.443595584869604,4.9637125812553755,0.04781184302053997,0.10382278502617985,0.05593429152398772,0.024164567464652377
5,0.5,0.1011555473812362,0.15073981456595573,0.0003450294614413983,0.0034953172789208126,0.13817420709353712,0.0,7.42736855024724,4.920277216367992,0.04713476613895596,0.10513647595350885,0.057186998671195435,0.026515964265579006
6,0.6,0.10469760043013421,0.15556815654154882,0.0003344438199985251,0.0034737541551765807,0.13610145201708723,0.0,7.4102179851770185,4.878189103998251,0.046411580647358404,0.10650974610981233,0.05835595381378095,0.028703477747664442
7,0.7,0.10843939930695502,0.1606341138062647,0.00032402965075780527,0.0034467752171161107,0.13409694477110204,0.0,7.392104844582422,4.837504641068655,0.04564099522501052,0.10793386942290792,0.05944601751873984,0.030730089568289504
8,0.7999999999999999,0.11238861165500444,0.16594603303141478,0.0003138003795510991,0.003418970812000271,0.13215208873881465,0.0,7.372989039778542,4.798267919652384,0.04482133008413721,0.1094025964830165,0.06046211102196436,0.03259934146275729
9,0.8999999999999999,0.11655354091020431,0.17151258860789892,0.000303767701563942,0.003391798530195747,0.1302594981806135,0.0,7.352829402071492,4.76051032134341,0.04395073673091753,0.1109105383338213,0.061409148339761875,0.03431523296385376
10,0.9999999999999999,0.12094121623507531,0.17734061409335314,0.00029393805678818526,0.003365681215691305,0.128412148210531,0.0,7.331591605305903,4.724238178234242,0.04302762268800317,0.11245319150055967,0.062292307904313005,0.03588272019971519
11,1.0999999999999999,0.12556025865284018,0.18343906875270308,0.0002843197509706737,0.0033407313084419426,0.12660460203708668,0.0,7.309233833706173,4.689460264298216,0.04205005859201648,0.11402573376383092,0.06311630560808562,0.03730647226253635
12,1.2,0.1304196704698553,0.18981742768567492,0.0002749199023154227,0.0033169656424740655,0.1248322383979807,0.0,7.28571249074575,4.656177074680462,0.0410160329604569,0.11562344208183616,0.063885710644684,0.03859138812766077
13,1.3,0.13552870875624237,0.19648551476381998,0.00026574423224609247,0.0032943715666559005,0.12309108763645636,0.0,7.260982764973111,4.624380860551468,0.0399234792742884,0.11724175274527172,0.06460495095105111,0.03974259645873675
14,1.4000000000000001,0.14089689806710584,0.20345351387239805,0.00025679717094431135,0.0032729261730497393,0.12137774562126678,0.0,7.234998554932418,4.594056740552698,0.03877027322313381,0.11887628113991633,0.06527829162468111,0.04076540621721421
15,1.5000000000000002,0.14653404554861485,0.21073198122123643,0.0002480819609427438,0.0032526018158872275,0.11968929918985986,0.0,7.207712392372793,4.565183717800536,0.0375542293050773,0.12052283952387917,0.06590981796656464,0.04166526022222012
16,1.6000000000000003,0.1524502568997225,0.21833185862499505,0.00023960075762230422,0.0032333679278047393,0.11802326147768592,0.0,7.179075364032721,4.537735603873109,0.0362730972208595,0.12217745079251047,0.06650342269105257,0.04244769189319188
17,1.7000000000000004,0.15865595269501293,0.2262644875745594,0.00023135472584321195,0.003215191863334118,0.11637751576473032,0.0,7.149037032375536,4.51168185402007,0.034924558196441205,0.12383635818022558,0.06706279686379256,0.04311828535248819
18,1.8000000000000005,0.16516188487898054,0.23454162391706398,0.00022334413219794253,0.003198039460454154,0.11475026667222966,0.0,7.117545355667675,4.4869883188407185,0.033506221279177885,0.12549603134500287,0.06759142413882005,0.0436826389832966
19,1.9000000000000006,0.17197915333765892,0.24317545299233517,0.0002155684325790953,0.0031818754863306813,0.11313999771104344,0.0,7.084546607728615,4.463617918064542,0.032015619626970866,0.12715316935100843,0.06809257787969274,0.04414633246260876
20,2.0000000000000004,0.17911922249865286,0.2521786051197164,0.0002080263549178079,0.003166664009871649,0.11154543432768654,0.0,7.049985297560471,4.441531242180127,0.030450206799386797,0.12880470102578415,0.06856932076987854,0.04451489722840071
21,2.1000000000000005,0.1865939379456642,0.26156417137949683,0.0002007159770685894,0.0031523687166414537,0.10996551171754557,0.0,7.013804088917233,4.420687087592921,0.028807353052454566,0.1304477831098484,0.06902450654336993,0.04479379029455322
22,2.2000000000000006,0.1944155430640246,0.27134571967857496,0.00019363479989642314,0.0031389531754568477,0.1083993467791635,0.0,6.975943719730839,4.401042930796198,0.027084341632565612,0.13207979656153668,0.06946078349574099,0.04498837129386196
23,2.3000000000000007,0.20259669575839262,0.2815373111260463,0.000186779815669194,0.0031263810638704737,0.10684621367104753,0.0,6.936342921192969,4.382555346757084,0.025278365059744172,0.13369834133308184,0.06988059946662888,0.0451038826055243
