Reaction;Subsystem
HMR_6726;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6728;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6729;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6730;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6731;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6734;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6736;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6738;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6740;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6741;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6743;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6745;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6746;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6747;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6748;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6749;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6750;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6751;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6752;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6753;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6754;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6755;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6756;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6758;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6760;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6761;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6762;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6763;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6764;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6765;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6766;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6767;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6768;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6770;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6772;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6774;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6776;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6778;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6782;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6783;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6784;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6785;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6786;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6787;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6789;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6790;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6791;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6807;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6808;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6811;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6813;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6817;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6826;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6829;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6831;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6834;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6838;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6839;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6844;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6845;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6850;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6851;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6874;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6875;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6876;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6877;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6883;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_6888;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_7628;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_7756;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_8539;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_8794;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_8795;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_8796;Phenylalanine, tyrosine and tryptophan biosynthesis
HMR_3875;Cysteine and methionine metabolism
HMR_3877;Cysteine and methionine metabolism
HMR_3879;Cysteine and methionine metabolism
HMR_3881;Cysteine and methionine metabolism
HMR_3912;Cysteine and methionine metabolism
HMR_3917;Cysteine and methionine metabolism
HMR_3919;Cysteine and methionine metabolism
HMR_3920;Cysteine and methionine metabolism
HMR_3928;Cysteine and methionine metabolism
HMR_3995;Cysteine and methionine metabolism
HMR_3996;Cysteine and methionine metabolism
HMR_4189;Cysteine and methionine metabolism
HMR_4302;Cysteine and methionine metabolism
HMR_4323;Cysteine and methionine metabolism
HMR_5381;Cysteine and methionine metabolism
HMR_5385;Cysteine and methionine metabolism
HMR_5386;Cysteine and methionine metabolism
HMR_5387;Cysteine and methionine metabolism
HMR_5389;Cysteine and methionine metabolism
HMR_5390;Cysteine and methionine metabolism
HMR_5391;Cysteine and methionine metabolism
HMR_5418;Cysteine and methionine metabolism
HMR_5419;Cysteine and methionine metabolism
HMR_6515;Cysteine and methionine metabolism
HMR_6519;Cysteine and methionine metabolism
HMR_8062;Cysteine and methionine metabolism
HMR_8066;Cysteine and methionine metabolism
HMR_8067;Cysteine and methionine metabolism
HMR_8068;Cysteine and methionine metabolism
HMR_8069;Cysteine and methionine metabolism
HMR_8682;Cysteine and methionine metabolism
HMR_8685;Cysteine and methionine metabolism
HMR_3868;Glutathione metabolism
HMR_3869;Glutathione metabolism
HMR_3889;Glutathione metabolism
HMR_3933;Glutathione metabolism
HMR_3937;Glutathione metabolism
HMR_4116;Glutathione metabolism
HMR_4120;Glutathione metabolism
HMR_4121;Glutathione metabolism
HMR_4175;Glutathione metabolism
HMR_4176;Glutathione metabolism
HMR_4324;Glutathione metabolism
HMR_4326;Glutathione metabolism
HMR_4328;Glutathione metabolism
HMR_4329;Glutathione metabolism
HMR_4708;Glutathione metabolism
HMR_8769;Glutathione metabolism
HMR_8770;Glutathione metabolism
HMR_8771;Transport reactions
HMR_4078;Beta-alanine metabolism
HMR_4079;Beta-alanine metabolism
HMR_4174;Beta-alanine metabolism
HMR_4330;Beta-alanine metabolism
HMR_4347;Beta-alanine metabolism
HMR_4425;Beta-alanine metabolism
HMR_4427;Beta-alanine metabolism
HMR_4689;Beta-alanine metabolism
HMR_4735;Beta-alanine metabolism
HMR_7991;Beta-alanine metabolism
HMR_7992;Beta-alanine metabolism
HMR_7993;Beta-alanine metabolism
HMR_7647;Metabolism of other amino acids
HMR_3748;Valine, leucine, and isoleucine metabolism
HMR_3751;Valine, leucine, and isoleucine metabolism
HMR_3753;Valine, leucine, and isoleucine metabolism
HMR_3755;Valine, leucine, and isoleucine metabolism
HMR_3759;Valine, leucine, and isoleucine metabolism
HMR_3763;Valine, leucine, and isoleucine metabolism
HMR_3767;Valine, leucine, and isoleucine metabolism
HMR_3769;Valine, leucine, and isoleucine metabolism
HMR_3773;Valine, leucine, and isoleucine metabolism
HMR_3775;Valine, leucine, and isoleucine metabolism
HMR_3780;Valine, leucine, and isoleucine metabolism
HMR_3783;Valine, leucine, and isoleucine metabolism
HMR_3785;Valine, leucine, and isoleucine metabolism
HMR_3790;Valine, leucine, and isoleucine metabolism
HMR_3792;Valine, leucine, and isoleucine metabolism
HMR_3796;Valine, leucine, and isoleucine metabolism
HMR_3823;Valine, leucine, and isoleucine metabolism
HMR_6416;Valine, leucine, and isoleucine metabolism
HMR_4124;Amino sugar and nucleotide sugar metabolism
HMR_4158;Amino sugar and nucleotide sugar metabolism
HMR_4159;Amino sugar and nucleotide sugar metabolism
HMR_4299;Amino sugar and nucleotide sugar metabolism
HMR_4300;Amino sugar and nucleotide sugar metabolism
HMR_4524;Amino sugar and nucleotide sugar metabolism
HMR_4525;Amino sugar and nucleotide sugar metabolism
HMR_4526;Amino sugar and nucleotide sugar metabolism
HMR_4527;Amino sugar and nucleotide sugar metabolism
HMR_4528;Amino sugar and nucleotide sugar metabolism
HMR_4529;Amino sugar and nucleotide sugar metabolism
HMR_4530;Amino sugar and nucleotide sugar metabolism
HMR_4531;Amino sugar and nucleotide sugar metabolism
HMR_4532;Amino sugar and nucleotide sugar metabolism
HMR_4533;Amino sugar and nucleotide sugar metabolism
HMR_4534;Amino sugar and nucleotide sugar metabolism
HMR_4536;Amino sugar and nucleotide sugar metabolism
HMR_4628;Amino sugar and nucleotide sugar metabolism
HMR_4629;Amino sugar and nucleotide sugar metabolism
HMR_4631;Amino sugar and nucleotide sugar metabolism
HMR_8366;Amino sugar and nucleotide sugar metabolism
HMR_8367;Amino sugar and nucleotide sugar metabolism
HMR_8368;Amino sugar and nucleotide sugar metabolism
HMR_8371;Amino sugar and nucleotide sugar metabolism
HMR_8372;Amino sugar and nucleotide sugar metabolism
HMR_8373;Amino sugar and nucleotide sugar metabolism
HMR_8377;Amino sugar and nucleotide sugar metabolism
HMR_5130;Aminoacyl-tRNA biosynthesis
HMR_5131;Aminoacyl-tRNA biosynthesis
HMR_5132;Aminoacyl-tRNA biosynthesis
HMR_5133;Aminoacyl-tRNA biosynthesis
HMR_5134;Aminoacyl-tRNA biosynthesis
HMR_5135;Aminoacyl-tRNA biosynthesis
HMR_5136;Aminoacyl-tRNA biosynthesis
HMR_5137;Aminoacyl-tRNA biosynthesis
HMR_5138;Aminoacyl-tRNA biosynthesis
HMR_5139;Aminoacyl-tRNA biosynthesis
HMR_5140;Aminoacyl-tRNA biosynthesis
HMR_5141;Aminoacyl-tRNA biosynthesis
HMR_5142;Aminoacyl-tRNA biosynthesis
HMR_5143;Aminoacyl-tRNA biosynthesis
HMR_5145;Aminoacyl-tRNA biosynthesis
HMR_5146;Aminoacyl-tRNA biosynthesis
HMR_5147;Aminoacyl-tRNA biosynthesis
HMR_5148;Aminoacyl-tRNA biosynthesis
HMR_5149;Aminoacyl-tRNA biosynthesis
HMR_5150;Aminoacyl-tRNA biosynthesis
HMR_7171;O-glycan metabolism
HMR_7172;O-glycan metabolism
HMR_7174;O-glycan metabolism
HMR_7175;O-glycan metabolism
HMR_7180;O-glycan metabolism
HMR_7181;O-glycan metabolism
HMR_7183;O-glycan metabolism
HMR_7197;O-glycan metabolism
HMR_7436;O-glycan metabolism
HMR_7438;O-glycan metabolism
HMR_7440;O-glycan metabolism
HMR_8254;O-glycan metabolism
HMR_8255;O-glycan metabolism
HMR_8256;O-glycan metabolism
HMR_8257;O-glycan metabolism
HMR_8258;O-glycan metabolism
HMR_8260;O-glycan metabolism
HMR_8261;O-glycan metabolism
HMR_1532;N-glycan metabolism
HMR_7254;N-glycan metabolism
HMR_7258;N-glycan metabolism
HMR_7259;N-glycan metabolism
HMR_7260;N-glycan metabolism
HMR_7261;N-glycan metabolism
HMR_7263;N-glycan metabolism
HMR_7264;N-glycan metabolism
HMR_7265;N-glycan metabolism
HMR_7266;N-glycan metabolism
HMR_7267;N-glycan metabolism
HMR_7268;N-glycan metabolism
HMR_7269;N-glycan metabolism
HMR_7270;N-glycan metabolism
HMR_7271;N-glycan metabolism
HMR_7274;N-glycan metabolism
HMR_7275;N-glycan metabolism
HMR_7276;N-glycan metabolism
HMR_7277;N-glycan metabolism
HMR_7278;N-glycan metabolism
HMR_7279;N-glycan metabolism
HMR_7280;N-glycan metabolism
HMR_7281;N-glycan metabolism
HMR_7285;N-glycan metabolism
HMR_7286;N-glycan metabolism
HMR_7287;N-glycan metabolism
HMR_7288;N-glycan metabolism
HMR_7289;N-glycan metabolism
HMR_7290;N-glycan metabolism
HMR_7291;N-glycan metabolism
HMR_7292;N-glycan metabolism
HMR_7293;N-glycan metabolism
HMR_7294;Transport reactions
HMR_7295;Transport reactions
HMR_7296;Transport reactions
HMR_7297;Transport reactions
HMR_7298;Transport reactions
HMR_7299;Transport reactions
HMR_7300;Transport reactions
HMR_7301;N-glycan metabolism
HMR_7302;N-glycan metabolism
HMR_7303;N-glycan metabolism
HMR_7304;N-glycan metabolism
HMR_7305;N-glycan metabolism
HMR_7306;N-glycan metabolism
HMR_7308;N-glycan metabolism
HMR_7309;N-glycan metabolism
HMR_7310;N-glycan metabolism
HMR_7311;N-glycan metabolism
HMR_7312;N-glycan metabolism
HMR_7313;N-glycan metabolism
HMR_7314;N-glycan metabolism
HMR_7315;N-glycan metabolism
HMR_7316;N-glycan metabolism
HMR_7317;N-glycan metabolism
HMR_7318;N-glycan metabolism
HMR_7319;N-glycan metabolism
HMR_7320;N-glycan metabolism
HMR_7321;N-glycan metabolism
HMR_7322;N-glycan metabolism
HMR_7323;N-glycan metabolism
HMR_7324;N-glycan metabolism
HMR_7325;N-glycan metabolism
HMR_7326;N-glycan metabolism
HMR_7327;N-glycan metabolism
HMR_7328;N-glycan metabolism
HMR_7329;N-glycan metabolism
HMR_7332;N-glycan metabolism
HMR_7333;N-glycan metabolism
HMR_7334;N-glycan metabolism
HMR_7428;N-glycan metabolism
HMR_7429;N-glycan metabolism
HMR_7574;N-glycan metabolism
HMR_7575;N-glycan metabolism
HMR_7576;N-glycan metabolism
HMR_7577;N-glycan metabolism
HMR_7578;N-glycan metabolism
HMR_7580;N-glycan metabolism
HMR_7582;N-glycan metabolism
HMR_7585;N-glycan metabolism
HMR_7586;N-glycan metabolism
HMR_7587;N-glycan metabolism
HMR_8691;N-glycan metabolism
HMR_8692;N-glycan metabolism
HMR_8693;N-glycan metabolism
HMR_8694;N-glycan metabolism
HMR_8695;N-glycan metabolism
HMR_5151;Protein assembly
HMR_5152;Protein assembly
HMR_5153;Protein assembly
HMR_5154;Protein assembly
HMR_5155;Protein assembly
HMR_5156;Protein assembly
HMR_5157;Protein assembly
HMR_5158;Protein assembly
HMR_5159;Protein assembly
HMR_5160;Protein assembly
HMR_5161;Protein assembly
HMR_5162;Protein assembly
HMR_5163;Protein assembly
HMR_5164;Protein assembly
HMR_5165;Protein assembly
HMR_5166;Protein assembly
HMR_5167;Protein assembly
HMR_5168;Protein assembly
HMR_5169;Protein assembly
HMR_5170;Protein assembly
HMR_5171;Protein assembly
HMR_5172;Protein assembly
HMR_5174;Protein assembly
HMR_7282;Protein modification
HMR_7617;Protein modification
HMR_7618;Protein modification
HMR_9735;Protein modification
HMR_7621;Protein modification
HMR_7622;Protein modification
HMR_7624;Protein modification
HMR_7626;Protein modification
HMR_5258;Protein degradation
HMR_5259;Protein degradation
HMR_5260;Protein degradation
HMR_5261;Protein degradation
HMR_5262;Protein degradation
HMR_5263;Protein degradation
HMR_5264;Protein degradation
HMR_5265;Protein degradation
HMR_5266;Protein degradation
HMR_5267;Protein degradation
HMR_5268;Protein degradation
HMR_5269;Protein degradation
HMR_5270;Protein degradation
HMR_5271;Protein degradation
HMR_5272;Protein degradation
HMR_5273;Protein degradation
HMR_5274;Protein degradation
HMR_5275;Protein degradation
HMR_5276;Protein degradation
HMR_5277;Protein degradation
HMR_5278;Protein degradation
HMR_5279;Protein degradation
HMR_5280;Protein degradation
HMR_5281;Protein degradation
HMR_5282;Protein degradation
HMR_5283;Protein degradation
HMR_5284;Protein degradation
HMR_5285;Protein degradation
HMR_5286;Protein degradation
HMR_5287;Protein degradation
HMR_5288;Protein degradation
HMR_5291;Protein degradation
HMR_9817;Protein degradation
HMR_9818;Protein degradation
HMR_5407;Miscellaneous
HMR_3851;Sulfur metabolism
HMR_3861;Sulfur metabolism
HMR_3866;Sulfur metabolism
HMR_3915;Sulfur metabolism
HMR_4084;Sulfur metabolism
HMR_4187;Sulfur metabolism
HMR_4701;Sulfur metabolism
HMR_4840;Sulfur metabolism
HMR_8662;C5-branched dibasic acid metabolism
HMR_8663;C5-branched dibasic acid metabolism
HMR_8667;C5-branched dibasic acid metabolism
HMR_8668;C5-branched dibasic acid metabolism
HMR_0710;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_3787;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_3957;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_3958;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4111;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4112;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4113;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4139;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4141;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4145;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4147;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4149;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4152;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4209;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4408;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4410;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4454;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4456;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4458;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4465;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4585;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4586;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4587;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4588;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4589;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_4652;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_5294;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_5297;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_6411;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_6413;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_6414;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_7704;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_7706;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8743;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8772;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8773;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8774;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8775;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8777;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8778;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8779;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8780;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8781;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_8782;Tricarboxylic acid cycle and glyoxylate/dicarboxylate metabolism
HMR_3975;Oxidative phosphorylation
HMR_3977;Oxidative phosphorylation
HMR_3979;Oxidative phosphorylation
HMR_6911;Oxidative phosphorylation
HMR_6912;Oxidative phosphorylation
HMR_6914;Oxidative phosphorylation
HMR_6916;Oxidative phosphorylation
HMR_6918;Oxidative phosphorylation
HMR_6921;Oxidative phosphorylation
HMR_3960;ROS detoxification
HMR_3980;ROS detoxification
HMR_3982;ROS detoxification
HMR_4767;ROS detoxification
HMR_6608;ROS detoxification
HMR_8409;ROS detoxification
HMR_8410;ROS detoxification
HMR_8413;ROS detoxification
HMR_8415;ROS detoxification
HMR_0156;Fatty acid activation (cytosolic)
HMR_0165;Fatty acid activation (cytosolic)
