,time,ActiveBiomass,Biomass,Carotene,Chlorophyll,Glycerol,Light,Nitrate,Nitrogen_quota,Phosphate,Phosphate_quota,Starch,TAG
0,0.0,0.10206214876,0.1298765,0.0004,0.00066,0.15,0.0,7.5,5.15,0.05,0.1,0.05,0.0131
1,0.08333333333333333,0.10464573072964062,0.13497349229860958,0.0003849738833815494,0.0022138885399709462,0.14568264253790153,0.0,7.468287824604519,5.190292862212401,0.04946670001846499,0.10017408020174678,0.06138495842699936,0.01498108078360916
2,0.16666666666666666,0.10733125051790801,0.14013414833579416,0.000370898155126175,0.0029384209377089424,0.14189650015438035,0.0,7.436134674887158,5.228364226311356,0.048912485803822826,0.10043827758292617,0.07204405394384314,0.016730037170850358
3,0.25,0.11012007942941276,0.14540607707518682,0.0003575650037092869,0.003287257345249618,0.13851009174378673,0.0,7.403541028659535,5.262703514384268,0.04833712227881322,0.10075135446884535,0.08200389855309008,0.018351672491592554
4,0.3333333333333333,0.11301444451504124,0.15081186439796707,0.00034487066744885215,0.0034627204939838277,0.1354441920091367,0.0,7.370459748845851,5.293161519713273,0.04774018590706293,0.10109521331298468,0.0912991714986692,0.019852862697298135
5,0.41666666666666663,0.11601694798726576,0.15636281532643886,0.00033275529040224924,0.0035567274658917956,0.1326450228623421,0.0,7.336828499101619,5.32008479937256,0.04712117145302065,0.10146169416960696,0.09996848360608078,0.021241029374910254
6,0.49999999999999994,0.1191300838756999,0.162064663534721,0.00032117703767535325,0.00361165946517307,0.13007237089607693,0.0,7.302586309401258,5.34395985286927,0.04647959510251295,0.10184694032868516,0.10805233466739383,0.022523558815835076
7,0.5833333333333333,0.12235653198952143,0.16792114467318636,0.00031010330919594337,0.0036473141710358175,0.1276945776548619,0.0,7.2676745254466715,5.365266316092432,0.04581493545322047,0.10224887669945983,0.11559027686239545,0.023707331440672448
8,0.6666666666666666,0.1256992155679243,0.17393549092884625,0.00029950645434477464,0.00367307578827412,0.12548580647392976,0.0,7.232037459966551,5.384426645158443,0.04512662245987398,0.10266611471863704,0.12262002311323915,0.024798630953882194
9,0.75,0.12916108699318085,0.18011068248575549,0.0002893611286541295,0.0036934729317261304,0.12342434946150461,0.0,7.195624639131726,5.401795903923164,0.04441408201747289,0.10309751064567624,0.1291775938095478,0.025803233468882397
10,0.8333333333333334,0.13274512756896417,0.18644974127453706,0.0002796435760876042,0.0037107427605148698,0.12149172655146138,0.0,7.158390202033316,5.417664844404144,0.04367673626431202,0.10354197242151328,0.13529708769520452,0.02672643945345933
11,0.9166666666666667,0.13645435057708935,0.19295586451494515,0.00027033134984013463,0.0037260270691394527,0.11967207838693249,0.0,7.120292117671907,5.432268345462311,0.042914003161411286,0.10399838810000848,0.14101060188915615,0.02757311893199511
12,1.0,0.14029180539584912,0.19963248172656675,0.00026140320666104933,0.003739935100966835,0.11795172330564162,0.0,7.0812913977041285,5.4457949012482985,0.04212529585701976,0.10446560702003259,0.14634823536541303,0.028347758469452963
13,1.0833333333333333,0.1442605814627871,0.20648327478398168,0.0002528390627037591,0.0037528109963810077,0.11631881515397892,0.0,7.041351378726126,5.458395453039827,0.04131002211494006,0.10494244260966618,0.15133813903963128,0.029054505168627898
14,1.1666666666666665,0.14836381137936813,0.21351217981167156,0.0002446199652869021,0.003764862512880118,0.11476306901600422,0.0,7.000437099458628,5.470191001520017,0.040467583968824654,0.10542768287850082,0.15600659152456717,0.02969720602618417
15,1.2499999999999998,0.1526046727396954,0.2207233798716842,0.00023672806357541125,0.0037762241010535587,0.11327553629568574,0.0,6.958514776129749,5.481278921790762,0.03959737770194938,0.105920102486214,0.1603780884211408,0.03027944238323322
16,1.333333333333333,0.15698638842429344,0.22812129271310033,0.00022914657324587243,0.003786988632367392,0.11184841769462855,0.0,6.915551369800249,5.4917380931732245,0.038698794218691525,0.10641847383639472,0.16447543796507605,0.030804559784434707
17,1.4166666666666663,0.16151222517658353,0.23571055559840615,0.00022185973498913846,0.003797223964200948,0.11047490636880716,0.0,6.871514235828235,5.501633015333838,0.03777121985965868,0.10692157624160709,0.16831985871575425,0.031275693764804186
18,1.4999999999999996,0.16618549029539217,0.24349600810462477,0.00021485276834632005,0.003806982030985072,0.1091490556798578,0.0,6.826370845005206,5.511017086715329,0.03681403771217041,0.1074282028990976,0.17193107669071206,0.03169579212350818
19,1.5833333333333328,0.1710095262443258,0.25148267320353296,0.00020811182270728343,0.0038163041468002867,0.10786566728523965,0.0,6.7800885665887725,5.519935204611146,0.03582662947887165,0.10793716569523046,0.17532742041305688,0.032067634215698124
20,1.666666666666666,0.17598770290621477,0.2596757365657769,0.00020162392713728202,0.003825224309884175,0.10662019621573603,0.0,6.732634504751605,5.528425823502718,0.034808377988162,0.10844729794564453,0.17852591301868892,0.03239384774108972
21,1.7499999999999993,0.18112340710173638,0.2680805237700492,0.00019537694039018045,0.003833771397598641,0.10540867025166105,0.0,6.683975381485298,5.536522585814629,0.03375867046051478,0.10895745517969128,0.18154236101709936,0.03267692345138042
22,1.8333333333333326,0.18642002884384515,0.2767024748606408,0.00018935950216023725,0.0038419707077385315,0.1042276214234608,0.0,6.634077460570448,5.544255619454829,0.03267690268568955,0.10946651403714909,0.18439143960430424,0.03291922814649794
23,1.9166666666666659,0.19188094360609612,0.28554711544384526,0.0001835609863712896,0.0038498450920361987,0.10307402787854975,0.0,6.582906508785961,5.551652580113274,0.03156248431986789,0.10997336928060256,0.18708677464678616,0.03312301628592182
